"ID","Accident ID","Region Number","Corridor ID","Location (Intersection/Road/Street)","Corridor","Location- longitude/ X","Location- latitude/  Y","Mile Marker","Village","Date of Accident","Time of Accident","Type of Accident","Class of Road User","Age/DOB","Gender","Class of Vehicles Involved","Contributing Factor","Number of Persons Involved"
1,1.00,"5- Mahaica- Berbice",664,"D' Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,2/24/2012 0:00:00,12/30/1899 12:20:00,"D- Property Damage","F- Driver",35.00,,"K- Private Cars;M- Hire Cars","S- Driver's Negligence",2.00
2,2.00,"5- Mahaica- Berbice",663,"Cotton Three Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,3/8/2012 0:00:00,12/30/1899 21:00:00,"D- Property Damage","F- Driver",41.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
3,3.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,3/17/2012 0:00:00,12/30/1899 17:00:00,"C- Minor Injury","G- Rider",38.00,"Female","W-Pedal Cycle","T-Pedestrian's Negligence",2.00
4,4.00,"5- Mahaica- Berbice",664,"D' Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,3/17/2012 0:00:00,12/30/1899 18:10:00,"B- Serious Injury","E- Pedestrian;G- Rider;I- Pillion Rider",20.00,"Female","V-Motor Cycle","P- Speeding",3.00
5,5.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,3/22/2012 0:00:00,12/30/1899 18:10:00,"D- Property Damage","F- Driver",43.00,"Male","N- Pickup;W-Pedal Cycle","U- Cyclist's Negligence",2.00
6,6.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,3/25/2012 0:00:00,,"D- Property Damage","G- Rider",15.00,"Male","W-Pedal Cycle","U- Cyclist's Negligence",2.00
7,7.00,"5- Mahaica- Berbice",664,"D' Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,4/19/2012 0:00:00,,"C- Minor Injury;D- Property Damage","F- Driver;G- Rider",18.00,"Female","J- Minibus;W-Pedal Cycle","U- Cyclist's Negligence",2.00
8,8.00,"5- Mahaica- Berbice",663,"Cotton Three Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,5/13/2012 0:00:00,12/30/1899 22:30:00,"A- Fatal","F- Driver",25.00,"Female","K- Private Cars","P- Speeding",3.00
9,9.00,"5- Mahaica- Berbice",664,"D' Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,5/26/2012 0:00:00,12/30/1899 11:41:00,"D- Property Damage","F- Driver",26.00,"Male","K- Private Cars;N- Pickup","P- Speeding",2.00
10,10.00,"5- Mahaica- Berbice",669,"# 3 Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.4833","6.2500",,,6/5/2012 0:00:00,12/30/1899 17:10:00,"C- Minor Injury","E- Pedestrian;F- Driver",25.00,"Female","M- Hire Cars","T-Pedestrian's Negligence",2.00
11,11.00,"5- Mahaica- Berbice",664,"D' Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,6/16/2012 0:00:00,12/30/1899 10:45:00,"D- Property Damage","F- Driver",44.00,"Male","K- Private Cars;M- Hire Cars","S- Driver's Negligence",2.00
12,12.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,6/19/2012 0:00:00,12/30/1899 17:30:00,"C- Minor Injury","E- Pedestrian;G- Rider",27.00,"Male","W-Pedal Cycle","U- Cyclist's Negligence",2.00
13,13.00,"5- Mahaica- Berbice",669,"# 2 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.4833","6.2500",,,7/9/2012 0:00:00,12/30/1899 9:45:00,"D- Property Damage","F- Driver",32.00,"Male","K- Private Cars","P- Speeding",2.00
14,14.00,"5- Mahaica- Berbice",672,"Blairmonth Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,7/10/2012 0:00:00,12/30/1899 7:05:00,"D- Property Damage","F- Driver;G- Rider",38.00,"Male","V-Motor Cycle;X-Tractor","U- Cyclist's Negligence",2.00
15,15.00,"5- Mahaica- Berbice",655,"Rosignol Access Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,7/12/2012 0:00:00,12/30/1899 19:00:00,"D- Property Damage","F- Driver",13.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
16,16.00,"5- Mahaica- Berbice",655,"Rosignol Carriage Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,7/26/2012 0:00:00,12/30/1899 10:45:00,"D- Property Damage","F- Driver",36.00,"Male","J- Minibus;N- Pickup","U- Cyclist's Negligence",2.00
17,17.00,"5- Mahaica- Berbice",672,"Blairmonth Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,8/12/2012 0:00:00,12/30/1899 20:00:00,"C- Minor Injury","G- Rider",38.00,"Male","V-Motor Cycle;W-Pedal Cycle","U- Cyclist's Negligence",2.00
18,18.00,"5- Mahaica- Berbice",664,"D' Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,9/5/2012 0:00:00,,"D- Property Damage","F- Driver",,"Male","M- Hire Cars","P- Speeding",1.00
19,19.00,"5- Mahaica- Berbice",672,"Blairmonth Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,9/13/2012 0:00:00,12/30/1899 16:15:00,"D- Property Damage","F- Driver",29.00,"Male","K- Private Cars;V-Motor Cycle","U- Cyclist's Negligence",2.00
20,20.00,"5- Mahaica- Berbice",664,"D' Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,9/15/2012 0:00:00,12/30/1899 8:30:00,"D- Property Damage","F- Driver",61.00,"Male","J- Minibus;K- Private Cars;N- Pickup","P- Speeding",3.00
21,21.00,"5- Mahaica- Berbice",670,"No. 4 Village Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,9/23/2012 0:00:00,12/30/1899 19:30:00,,"E- Pedestrian",11.00,,"M- Hire Cars","S- Driver's Negligence",2.00
22,22.00,"5- Mahaica- Berbice",670,"No. 4 Village Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,10/14/2012 0:00:00,12/30/1899 10:30:00,"B- Serious Injury","F- Driver",39.00,"Male","J- Minibus","T-Pedestrian's Negligence",2.00
23,23.00,"5- Mahaica- Berbice",663,"Cotton Tree Village Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,10/26/2012 0:00:00,12/30/1899 6:00:00,"D- Property Damage","F- Driver",33.00,"Male","K- Private Cars","Y-Animal",1.00
24,24.00,"5- Mahaica- Berbice",663,"Cotton Tree Village Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,10/14/2012 0:00:00,12/30/1899 9:50:00,"C- Minor Injury","F- Driver",37.00,"Female","K- Private Cars;W-Pedal Cycle","T-Pedestrian's Negligence",2.00
25,25.00,"5- Mahaica- Berbice",665,"Rosignol Village","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.3000",,,12/4/2012 0:00:00,12/30/1899 18:30:00,"C- Minor Injury","F- Driver",24.00,"Male","K- Private Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
26,26.00,"5- Mahaica- Berbice",670,"No. 4 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,12/11/2012 0:00:00,12/30/1899 10:15:00,"D- Property Damage","F- Driver",40.00,"Male","J- Minibus","S- Driver's Negligence",2.00
27,27.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,12/16/2012 0:00:00,12/30/1899 7:30:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars;W-Pedal Cycle","R- Improper Overtaking",1.00
28,28.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,12/25/2012 0:00:00,12/30/1899 23:00:00,"D- Property Damage","G- Rider",25.00,"Male","K- Private Cars;W-Pedal Cycle","P- Speeding",2.00
29,29.00,"5- Mahaica- Berbice",664,"De Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,1/15/2011 0:00:00,12/30/1899 19:00:00,"D- Property Damage","F- Driver",41.00,"Male","K- Private Cars","S- Driver's Negligence",1.00
30,30.00,"5- Mahaica- Berbice",664,"De Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,1/11/2011 0:00:00,12/30/1899 23:45:00,"B- Serious Injury","G- Rider",35.00,"Male","V-Motor Cycle;W-Pedal Cycle","U- Cyclist's Negligence",2.00
31,31.00,"5- Mahaica- Berbice",664,"De Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,2/4/2011 0:00:00,12/30/1899 8:05:00,"A- Fatal",,,"Male","L- Lorries Van;W-Pedal Cycle","P- Speeding",2.00
32,32.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,2/11/2011 0:00:00,12/30/1899 17:25:00,"B- Serious Injury","G- Rider",25.00,"Male","J- Minibus;W-Pedal Cycle","O- Lost Control & Runoff",1.00
33,33.00,"5- Mahaica- Berbice",664,"De Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,3/16/2011 0:00:00,12/30/1899 9:30:00,"C- Minor Injury","G- Rider",42.00,"Male","M- Hire Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
34,34.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,3/20/2011 0:00:00,12/30/1899 9:30:00,"C- Minor Injury","G- Rider",32.00,"Female","K- Private Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
35,35.00,"5- Mahaica- Berbice",699,"#3 Public Road","RIGHT BANK BERBICE RIVER (From New Amsterdam)","-57.6333","6.1667",,,3/24/2011 0:00:00,12/30/1899 16:00:00,"C- Minor Injury","F- Driver",35.00,"Male","J- Minibus;L- Lorries Van","P- Speeding",2.00
36,36.00,"5- Mahaica- Berbice",664,"De Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,4/16/2011 0:00:00,12/30/1899 16:45:00,"C- Minor Injury","F- Driver",21.00,"Male","J- Minibus;W-Pedal Cycle","Q- Alcohol",2.00
37,37.00,"5- Mahaica- Berbice",664,"De Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,4/23/2011 0:00:00,12/30/1899 10:30:00,"D- Property Damage","E- Pedestrian",33.00,"Male","K- Private Cars;L- Lorries Van","S- Driver's Negligence",2.00
38,38.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,5/24/2011 0:00:00,12/30/1899 19:45:00,"A- Fatal","G- Rider",43.00,"Male","J- Minibus","T-Pedestrian's Negligence",2.00
39,39.00,"5- Mahaica- Berbice",664,"De Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,5/23/2011 0:00:00,12/30/1899 3:30:00,"B- Serious Injury","F- Driver",24.00,"Male","V-Motor Cycle","P- Speeding",1.00
40,40.00,"5- Mahaica- Berbice",664,"De Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,5/20/2011 0:00:00,,"C- Minor Injury","F- Driver",21.00,"Male","J- Minibus","Q- Alcohol",2.00
41,41.00,"5- Mahaica- Berbice",664,"De Edwards Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,6/10/2011 0:00:00,12/30/1899 13:15:00,"A- Fatal","F- Driver",43.00,"Male","K- Private Cars","P- Speeding",2.00
42,42.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,6/19/2011 0:00:00,12/30/1899 8:20:00,"A- Fatal","F- Driver",9.00,"Female","V-Motor Cycle;W-Pedal Cycle","P- Speeding",2.00
43,43.00,"5- Mahaica- Berbice",664,"De Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,8/2/2011 0:00:00,12/30/1899 17:45:00,"C- Minor Injury","G- Rider",19.00,"Male","V-Motor Cycle;W-Pedal Cycle","S- Driver's Negligence",2.00
44,44.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,8/26/2011 0:00:00,12/30/1899 16:40:00,"C- Minor Injury","F- Driver",32.00,"Female","K- Private Cars;W-Pedal Cycle","U- Cyclist's Negligence",3.00
45,45.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,9/24/2011 0:00:00,12/30/1899 23:00:00,"B- Serious Injury;D- Property Damage","G- Rider",20.00,"Male","V-Motor Cycle","P- Speeding",2.00
46,46.00,"5- Mahaica- Berbice",669,"No. 3 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.4833","6.2500",,,10/7/2011 0:00:00,12/30/1899 16:30:00,"D- Property Damage","F- Driver",47.00,"Male","K- Private Cars","O- Lost Control & Runoff",1.00
47,47.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,11/14/2011 0:00:00,12/30/1899 11:00:00,"D- Property Damage","F- Driver",30.00,"Female","K- Private Cars;V-Motor Cycle","U- Cyclist's Negligence",2.00
48,48.00,"5- Mahaica- Berbice",670,"No. 4 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,11/17/2011 0:00:00,12/30/1899 17:00:00,"D- Property Damage","F- Driver",41.00,"Male","N- Pickup","S- Driver's Negligence",2.00
49,49.00,"5- Mahaica- Berbice",663,"Cotton Three Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,11/13/2011 0:00:00,12/30/1899 19:00:00,"D- Property Damage","E- Pedestrian",45.00,,"L- Lorries Van;M- Hire Cars","P- Speeding",4.00
50,50.00,"5- Mahaica- Berbice",667,"No. 2 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.3000",,,11/19/2011 0:00:00,12/30/1899 20:30:00,"A- Fatal","F- Driver",39.00,"Male","J- Minibus;L- Lorries Van","O- Lost Control & Runoff",2.00
51,51.00,"5- Mahaica- Berbice",669,"No. 3 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.4833","6.2500",,,11/20/2011 0:00:00,12/30/1899 18:30:00,"D- Property Damage","F- Driver",30.00,"Male","K- Private Cars;M- Hire Cars","P- Speeding",2.00
52,52.00,"5- Mahaica- Berbice",667,"No. 2 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.3000",,,1/4/2010 0:00:00,12/30/1899 8:30:00,"C- Minor Injury","G- Rider",21.00,"Male","M- Hire Cars;W-Pedal Cycle","P- Speeding",2.00
53,53.00,"5- Mahaica- Berbice",670,"No. 4 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,1/11/2010 0:00:00,12/30/1899 18:30:00,"B- Serious Injury","F- Driver",37.00,"Male","N- Pickup;W-Pedal Cycle","P- Speeding",2.00
54,54.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,2/2/2010 0:00:00,12/30/1899 13:45:00,"C- Minor Injury","F- Driver",32.00,"Male","J- Minibus","S- Driver's Negligence",2.00
55,55.00,"5- Mahaica- Berbice",667,"No. 2 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.3000",,,2/9/2010 0:00:00,12/30/1899 14:30:00,"C- Minor Injury","F- Driver",51.00,"Male","J- Minibus;N- Pickup","P- Speeding",2.00
56,56.00,"5- Mahaica- Berbice",672,"Blairmonth Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,2/16/2010 0:00:00,12/30/1899 15:30:00,"D- Property Damage","F- Driver",39.00,"Male","J- Minibus;N- Pickup","S- Driver's Negligence",2.00
57,57.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,3/1/2010 0:00:00,12/30/1899 22:30:00,"D- Property Damage","F- Driver",30.00,"Male","J- Minibus;N- Pickup","S- Driver's Negligence",2.00
58,58.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,4/13/2010 0:00:00,12/30/1899 10:00:00,"C- Minor Injury","F- Driver",21.00,"Male","K- Private Cars","T-Pedestrian's Negligence",2.00
59,59.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,5/5/2010 0:00:00,12/30/1899 21:45:00,"B- Serious Injury","F- Driver",35.00,"Male","K- Private Cars","P- Speeding",4.00
60,60.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,4/30/2010 0:00:00,12/30/1899 2:30:00,"D- Property Damage","G- Rider",32.00,"Male","K- Private Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
61,61.00,"5- Mahaica- Berbice",670,"No. 4 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,6/9/2010 0:00:00,,"C- Minor Injury","F- Driver",,"Male","J- Minibus","P- Speeding",2.00
62,62.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,7/18/2010 0:00:00,12/30/1899 18:30:00,"B- Serious Injury","F- Driver",52.00,"Male","K- Private Cars;W-Pedal Cycle","R- Improper Overtaking",2.00
63,63.00,"5- Mahaica- Berbice",671,"No. 6 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,8/6/2010 0:00:00,12/30/1899 16:30:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars;Z- Animal Drawn","Y-Animal",1.00
64,64.00,"5- Mahaica- Berbice",672,"Blairmonth Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,8/25/2010 0:00:00,12/30/1899 13:50:00,"C- Minor Injury","F- Driver",30.00,"Male","L- Lorries Van","S- Driver's Negligence",2.00
65,65.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,9/17/2010 0:00:00,12/30/1899 4:40:00,"C- Minor Injury","F- Driver",44.00,"Male","N- Pickup","P- Speeding",2.00
66,66.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,9/13/2010 0:00:00,12/30/1899 21:30:00,"B- Serious Injury","F- Driver",29.00,"Male","K- Private Cars","P- Speeding",3.00
67,67.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,9/20/2010 0:00:00,12/30/1899 17:00:00,"C- Minor Injury","F- Driver",,"Male","J- Minibus","S- Driver's Negligence",2.00
68,68.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,10/30/2010 0:00:00,12/30/1899 17:45:00,"C- Minor Injury;D- Property Damage","F- Driver",31.00,"Male","J- Minibus;K- Private Cars;N- Pickup","S- Driver's Negligence",3.00
69,69.00,"5- Mahaica- Berbice",669,"Berbice River Bridge","LEFT BANK BERBICE RIVER (From Georgetown)","-57.4833","6.2500",,,1/8/2009 0:00:00,12/30/1899 20:10:00,"D- Property Damage","F- Driver",23.00,"Male","K- Private Cars","S- Driver's Negligence",1.00
70,70.00,"5- Mahaica- Berbice",667,"No. 2 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.3000",,,2/2/2009 0:00:00,12/30/1899 17:30:00,"C- Minor Injury","F- Driver",21.00,"Male","N- Pickup;W-Pedal Cycle","S- Driver's Negligence",2.00
71,71.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,2/9/2009 0:00:00,12/30/1899 17:20:00,"D- Property Damage","F- Driver",47.00,"Male","N- Pickup","S- Driver's Negligence",1.00
72,72.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,2/19/2009 0:00:00,12/30/1899 20:00:00,"B- Serious Injury","F- Driver",34.00,"Male","N- Pickup","P- Speeding",2.00
73,73.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,2/21/2009 0:00:00,12/30/1899 17:00:00,"C- Minor Injury","F- Driver",,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
74,74.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,3/31/2009 0:00:00,12/30/1899 14:15:00,"C- Minor Injury","F- Driver",49.00,"Male","J- Minibus;W-Pedal Cycle","U- Cyclist's Negligence",2.00
75,75.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,4/20/2009 0:00:00,12/30/1899 14:00:00,"C- Minor Injury","F- Driver",31.00,"Male","L- Lorries Van","S- Driver's Negligence",2.00
76,76.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,4/20/2009 0:00:00,12/30/1899 22:03:00,"B- Serious Injury","F- Driver",63.00,"Male","K- Private Cars","P- Speeding",1.00
77,77.00,"5- Mahaica- Berbice",672,"Blairmonth Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,5/6/2009 0:00:00,12/30/1899 22:00:00,"C- Minor Injury","F- Driver",48.00,"Male","K- Private Cars;M- Hire Cars","P- Speeding",2.00
78,78.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,5/10/2009 0:00:00,12/30/1899 17:45:00,"C- Minor Injury","F- Driver",,"Male","K- Private Cars","S- Driver's Negligence",2.00
79,79.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,6/17/2009 0:00:00,12/30/1899 8:10:00,"B- Serious Injury","F- Driver",24.00,"Male","K- Private Cars","U- Cyclist's Negligence",1.00
80,80.00,"5- Mahaica- Berbice",672,"Plantain Walk Blairmont","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,6/21/2009 0:00:00,12/30/1899 20:00:00,"D- Property Damage","F- Driver",28.00,"Male","K- Private Cars;Z- Animal Drawn","P- Speeding",1.00
81,81.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,8/9/2009 0:00:00,12/30/1899 23:40:00,"D- Property Damage","F- Driver",47.00,"Male","K- Private Cars",,1.00
82,82.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,8/28/2009 0:00:00,12/30/1899 6:30:00,"D- Property Damage","F- Driver",58.00,"Male","L- Lorries Van","P- Speeding",1.00
83,83.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,10/26/2009 0:00:00,12/30/1899 16:00:00,"C- Minor Injury","F- Driver",32.00,"Male","L- Lorries Van","T-Pedestrian's Negligence",2.00
84,84.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,12/7/2009 0:00:00,12/30/1899 20:00:00,"B- Serious Injury","F- Driver",27.00,"Male","K- Private Cars;V-Motor Cycle","S- Driver's Negligence",2.00
85,85.00,"5- Mahaica- Berbice",670,"No. 4 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,12/11/2009 0:00:00,12/30/1899 7:15:00,"A- Fatal","F- Driver;H- Passenger",34.00,"Male","L- Lorries Van","P- Speeding",2.00
86,86.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,12/24/2009 0:00:00,12/30/1899 6:30:00,"D- Property Damage","E- Pedestrian",43.00,"Male","K- Private Cars","P- Speeding",1.00
87,87.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,12/21/2009 0:00:00,12/30/1899 9:30:00,"C- Minor Injury;D- Property Damage","F- Driver;G- Rider",32.00,"Male","J- Minibus","U- Cyclist's Negligence",1.00
88,88.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,2/9/2008 0:00:00,12/30/1899 14:50:00,"B- Serious Injury","F- Driver",40.00,"Male","L- Lorries Van","S- Driver's Negligence",2.00
89,89.00,"5- Mahaica- Berbice",670,"# 4 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,2/20/2008 0:00:00,12/30/1899 5:20:00,"D- Property Damage","F- Driver",49.00,"Male","J- Minibus;Z- Animal Drawn","P- Speeding",1.00
90,90.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,3/3/2008 0:00:00,12/30/1899 12:50:00,"B- Serious Injury","F- Driver",34.00,"Male","L- Lorries Van","S- Driver's Negligence",2.00
91,91.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,3/9/2008 0:00:00,12/30/1899 16:40:00,"B- Serious Injury;D- Property Damage","F- Driver",30.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
92,92.00,"5- Mahaica- Berbice",664,"D'  Edward Pub","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,3/18/2008 0:00:00,12/30/1899 15:50:00,"C- Minor Injury","F- Driver",32.00,"Male","K- Private Cars;W-Pedal Cycle","P- Speeding",2.00
93,93.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,3/30/2008 0:00:00,12/30/1899 18:40:00,"B- Serious Injury","F- Driver",49.00,"Male","L- Lorries Van","S- Driver's Negligence",2.00
