"ID","Accident ID","Region Number","Corridor ID","Location (Intersection/Road/Street)","Corridor","Location- longitude/ X","Location- latitude/  Y","Mile Marker","Village","Date of Accident","Time of Accident","Type of Accident","Class of Road User","Age/DOB","Gender","Class of Vehicles Involved","Contributing Factor","Number of Persons Involved"
11543,38505.00,"4- Demerara- Mahaica",,"Norton & Halley Street",,"-58.1525","6.8019",,,10/2/2011 0:00:00,12/30/1899 16:30:00,"C- Minor Injury","F- Driver",38.00,"Male","L- Lorries Van;M- Hire Cars","S- Driver's Negligence",2.00
11544,38506.00,"4- Demerara- Mahaica",,"Quamina & Camp Street",,"-58.1599","6.8138",,,10/3/2011 0:00:00,12/30/1899 15:10:00,"D- Property Damage","F- Driver",41.00,"Male","J- Minibus;M- Hire Cars","S- Driver's Negligence",3.00
11545,38507.00,"4- Demerara- Mahaica",,"Camp & New Market",,"-58.1591","6.8170",,,10/4/2011 0:00:00,12/30/1899 8:45:00,"C- Minor Injury","F- Driver",57.00,"Male","J- Minibus;K- Private Cars;L- Lorries Van","S- Driver's Negligence",2.00
11546,38508.00,"4- Demerara- Mahaica",,"Irving & Crown Street",,"-58.1469","6.8125",,,10/5/2011 0:00:00,12/30/1899 12:30:00,"D- Property Damage","F- Driver",35.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11547,38509.00,"4- Demerara- Mahaica",,"Carifesta Avenue",,"-58.1483","6.8240",,,9/11/2011 0:00:00,12/30/1899 11:30:00,"C- Minor Injury","F- Driver",44.00,"Male","K- Private Cars;V-Motor Cycle","U- Cyclist's Negligence",2.00
11548,38510.00,"4- Demerara- Mahaica",,"Vlissengen, Home Strech & Croal Street",,"-58.1508","6.8058",,,10/9/2011 0:00:00,12/30/1899 5:30:00,"D- Property Damage","F- Driver",38.00,"Male","K- Private Cars;N- Pickup","S- Driver's Negligence",2.00
11549,38511.00,"4- Demerara- Mahaica",,"Cummings & North Road",,"-58.1562","6.8107",,,10/9/2011 0:00:00,12/30/1899 14:25:00,"A- Fatal","F- Driver",21.00,"Male","K- Private Cars;V-Motor Cycle","Q- Alcohol",2.00
11550,38512.00,"4- Demerara- Mahaica",,"Main Street",,"-58.1276","6.8221",,,10/10/2011 0:00:00,12/30/1899 13:30:00,"D- Property Damage","F- Driver",50.00,"Male","J- Minibus;N- Pickup","S- Driver's Negligence",2.00
11551,38513.00,"4- Demerara- Mahaica",,"Camp Street",,"-58.1600","6.8137",,,10/10/2011 0:00:00,12/30/1899 9:00:00,"D- Property Damage","F- Driver",80.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11552,38514.00,"4- Demerara- Mahaica",,"Cornhill & Brickdam",,"-58.1681","6.8094",,,10/11/2011 0:00:00,12/30/1899 16:20:00,"D- Property Damage","F- Driver",49.00,"Male","J- Minibus","S- Driver's Negligence",2.00
11553,38515.00,"4- Demerara- Mahaica",,"North Road & New Garden Street",,"-58.1505","6.8091",,,10/13/2011 0:00:00,12/30/1899 8:45:00,"B- Serious Injury","F- Driver",48.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
11554,38516.00,"4- Demerara- Mahaica",,"Regent & Avenue of the Republic",,"-58.1653","6.8115",,,10/16/2011 0:00:00,12/30/1899 12:45:00,"D- Property Damage","F- Driver",23.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
11555,38517.00,"4- Demerara- Mahaica",,"Brickdam",,"-58.1552","6.8061",,,10/17/2011 0:00:00,12/30/1899 13:00:00,"D- Property Damage","F- Driver",41.00,"Male","M- Hire Cars","S- Driver's Negligence",2.00
11556,38518.00,"4- Demerara- Mahaica",,"Robb & Light",,"-58.1549","6.8095",,,10/8/2011 0:00:00,12/30/1899 3:00:00,"C- Minor Injury","F- Driver",18.00,"Male","K- Private Cars","Q- Alcohol;S- Driver's Negligence",3.00
11557,38519.00,"4- Demerara- Mahaica",,"Norton & Green Street",,"-58.1467","6.8004",,,10/10/2011 0:00:00,12/30/1899 17:00:00,"C- Minor Injury","F- Driver",38.00,"Male","K- Private Cars;V-Motor Cycle","U- Cyclist's Negligence",2.00
11558,38520.00,"4- Demerara- Mahaica",,"Fourth & Light Street",,"-58.1540","6.8132",,,10/17/2011 0:00:00,12/30/1899 7:30:00,"D- Property Damage","F- Driver",52.00,"Female","K- Private Cars;M- Hire Cars","S- Driver's Negligence",2.00
11559,38521.00,"4- Demerara- Mahaica",,"Croal Street",,"-58.1581","6.8076",,,10/17/2011 0:00:00,12/30/1899 16:00:00,"C- Minor Injury","F- Driver",38.00,"Male","J- Minibus","P- Speeding",2.00
11560,38522.00,"4- Demerara- Mahaica",,"Brickdam & Vlissengen",,"-58.1511","6.8050",,,10/18/2011 0:00:00,12/30/1899 8:00:00,"D- Property Damage","F- Driver",20.00,"Male","K- Private Cars;L- Lorries Van;M- Hire Cars","S- Driver's Negligence",3.00
11561,38523.00,"4- Demerara- Mahaica",,"Robb & Light Street",,"-58.1549","6.8095",,,10/18/2011 0:00:00,12/30/1899 13:15:00,"D- Property Damage","F- Driver",43.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11562,38524.00,"4- Demerara- Mahaica",,"Middle & Carmichael",,"-58.1626","6.8163",,,10/18/2011 0:00:00,12/30/1899 20:20:00,"B- Serious Injury","F- Driver",29.00,"Male","K- Private Cars;V-Motor Cycle","U- Cyclist's Negligence",2.00
11563,38525.00,"4- Demerara- Mahaica",,"Regent Street",,"-58.1604","6.8102",,,10/18/2011 0:00:00,12/30/1899 21:30:00,"D- Property Damage","F- Driver",28.00,"Male","K- Private Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
11564,38526.00,"4- Demerara- Mahaica",,"Carmichael Street",,"-58.1629","6.8159",,,10/22/2011 0:00:00,12/30/1899 11:10:00,"D- Property Damage","F- Driver",,"Male","L- Lorries Van","S- Driver's Negligence",1.00
11565,38527.00,"4- Demerara- Mahaica",,"Regent & Camp Street",,"-58.1607","6.8103",,,10/22/2011 0:00:00,12/30/1899 12:00:00,"D- Property Damage","F- Driver",34.00,"Male","J- Minibus;N- Pickup",,2.00
11566,38528.00,"4- Demerara- Mahaica",,"Main & New Market",,"-58.1638","6.8183",,,10/24/2011 0:00:00,12/30/1899 11:30:00,"D- Property Damage","F- Driver",23.00,"Male","M- Hire Cars","S- Driver's Negligence",2.00
11567,38529.00,"4- Demerara- Mahaica",,"First & Light Street",,"-58.1532","6.8161",,,10/25/2011 0:00:00,12/30/1899 11:30:00,"D- Property Damage","F- Driver",24.00,"Male","K- Private Cars;N- Pickup","S- Driver's Negligence",2.00
11568,38530.00,"4- Demerara- Mahaica",,"Avenue of Republic",,"-58.1651","6.8117",,,10/25/2011 0:00:00,12/30/1899 13:30:00,"D- Property Damage","F- Driver",38.00,"Male","K- Private Cars;L- Lorries Van","S- Driver's Negligence",2.00
11569,38531.00,"4- Demerara- Mahaica",,"Norton & Halley",,"-58.1525","6.8019",,,10/25/2011 0:00:00,12/30/1899 15:30:00,"D- Property Damage","F- Driver",61.00,"Male","J- Minibus;M- Hire Cars","S- Driver's Negligence",2.00
11570,38532.00,"4- Demerara- Mahaica",,"Norton Street",,"-58.1519","6.8017",,,10/28/2011 0:00:00,12/30/1899 14:45:00,"C- Minor Injury","G- Rider",31.00,"Male","K- Private Cars;L- Lorries Van;V-Motor Cycle","S- Driver's Negligence",3.00
11571,38533.00,"4- Demerara- Mahaica",,"Carifesta Avenue",,"-58.1483","6.8240",,,10/30/2011 0:00:00,12/30/1899 3:35:00,"C- Minor Injury","F- Driver",30.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11572,38534.00,"4- Demerara- Mahaica",,"Longden & America",,"-58.1666","6.8105",,,10/30/2011 0:00:00,12/30/1899 8:45:00,"D- Property Damage","F- Driver",27.00,"Male","L- Lorries Van;N- Pickup","S- Driver's Negligence",2.00
11573,38535.00,"4- Demerara- Mahaica",,"Camp & Brickdam",,"-58.1615","6.8077",,,10/30/2011 0:00:00,12/30/1899 8:00:00,"D- Property Damage","F- Driver",21.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11574,38536.00,"4- Demerara- Mahaica",,"Hadfield & Louisa Row",,"-58.1497","6.8037",,,10/30/2011 0:00:00,12/30/1899 14:15:00,"C- Minor Injury","F- Driver",,"Male","K- Private Cars;W-Pedal Cycle","S- Driver's Negligence",2.00
11575,38537.00,"4- Demerara- Mahaica",,"Camp  & Cowan",,"-58.1584","6.8192",,,10/21/2011 0:00:00,12/30/1899 16:12:00,"D- Property Damage","F- Driver",23.00,"Male","L- Lorries Van;M- Hire Cars","S- Driver's Negligence",2.00
11576,38538.00,"4- Demerara- Mahaica",,"Irvin & Crown",,"-58.1469","6.8125",,,10/31/2011 0:00:00,12/30/1899 17:10:00,"D- Property Damage","F- Driver",62.00,"Male","K- Private Cars;N- Pickup","S- Driver's Negligence",2.00
11577,38539.00,"4- Demerara- Mahaica",,"Vlissengen & Homestretch Avenue",,"-58.1508","6.8058",,,11/2/2011 0:00:00,12/30/1899 21:45:00,"D- Property Damage","F- Driver",44.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11578,38540.00,"4- Demerara- Mahaica",,"Lamaha Street",,"-58.1564","6.8181",,,11/4/2011 0:00:00,12/30/1899 4:00:00,"C- Minor Injury","F- Driver",,"Male","N- Pickup","O- Lost Control & Runoff",2.00
11579,38541.00,"4- Demerara- Mahaica",,"Regent & Alexander Street",,"-58.1593","6.8099",,,11/1/2011 0:00:00,12/30/1899 7:45:00,"C- Minor Injury","G- Rider",42.00,"Male","M- Hire Cars;V-Motor Cycle","S- Driver's Negligence",2.00
11580,38542.00,"4- Demerara- Mahaica",,"Quamina Street",,"-58.1616","6.8142",,,11/2/2011 0:00:00,12/30/1899 8:59:00,"D- Property Damage","F- Driver",36.00,"Male","K- Private Cars;L- Lorries Van;N- Pickup","O- Lost Control & Runoff",3.00
11581,38543.00,"4- Demerara- Mahaica",,"Brickdam & Smyth Street",,"-58.1635","6.8083",,,11/3/2011 0:00:00,12/30/1899 16:30:00,"D- Property Damage","F- Driver",24.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11582,38544.00,"4- Demerara- Mahaica",,"Church & Light Street",,"-58.1547","6.8107",,,11/4/2011 0:00:00,12/30/1899 18:22:00,"B- Serious Injury","F- Driver",23.00,"Male","K- Private Cars;V-Motor Cycle","S- Driver's Negligence",2.00
11583,38545.00,"4- Demerara- Mahaica",,"Regent & Alexander Street",,"-58.1593","6.8099",,,11/5/2011 0:00:00,12/30/1899 20:00:00,"C- Minor Injury","G- Rider",19.00,"Male","K- Private Cars;V-Motor Cycle","S- Driver's Negligence",2.00
11584,38546.00,"4- Demerara- Mahaica",,"Regent Street",,"-58.1604","6.8102",,,11/6/2011 0:00:00,12/30/1899 22:30:00,"C- Minor Injury","F- Driver",24.00,"Male","K- Private Cars;L- Lorries Van","S- Driver's Negligence",2.00
11585,38547.00,"4- Demerara- Mahaica",,"North Road & New Garden Street",,"-58.1505","6.8091",,,10/25/2011 0:00:00,12/30/1899 17:00:00,"D- Property Damage","G- Rider",25.00,"Male","K- Private Cars;V-Motor Cycle","S- Driver's Negligence",2.00
11586,38548.00,"4- Demerara- Mahaica",,"Robb & Avenue of the Republic",,"-58.1650","6.8123",,,10/28/2011 0:00:00,12/30/1899 16:10:00,"C- Minor Injury","G- Rider",48.00,"Male","K- Private Cars;V-Motor Cycle","P- Speeding",2.00
11587,38549.00,"4- Demerara- Mahaica",,"Vlissengen & North Road",,"-58.1479","6.8085",,,11/11/2011 0:00:00,12/30/1899 6:20:00,"C- Minor Injury","F- Driver",57.00,"Male","J- Minibus;V-Motor Cycle","U- Cyclist's Negligence",3.00
11588,38550.00,"4- Demerara- Mahaica",,"New Garden & Church Street",,"-58.1504","6.8096",,,11/10/2011 0:00:00,12/30/1899 13:30:00,"D- Property Damage","F- Driver",51.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11589,38551.00,"4- Demerara- Mahaica",,"Main Street",,"-58.1276","6.8221",,,11/11/2011 0:00:00,12/30/1899 22:00:00,"D- Property Damage","F- Driver",38.00,"Male","K- Private Cars;N- Pickup","S- Driver's Negligence",3.00
11590,38552.00,"4- Demerara- Mahaica",,"Middle & East Street",,"-58.1560","6.8145",,,11/1/2011 0:00:00,12/30/1899 8:30:00,"D- Property Damage","F- Driver",34.00,"Male","M- Hire Cars;N- Pickup","S- Driver's Negligence",2.00
11591,38553.00,"4- Demerara- Mahaica",,"Smyth Street",,"-58.1643","6.8048",,,11/15/2011 0:00:00,12/30/1899 15:30:00,"C- Minor Injury","F- Driver",,,"M- Hire Cars","S- Driver's Negligence",2.00
11592,38554.00,"4- Demerara- Mahaica",,"North Road & Alexander Street",,"-58.1589","6.8114",,,11/14/2011 0:00:00,12/30/1899 15:30:00,"D- Property Damage","F- Driver",69.00,"Male","K- Private Cars;M- Hire Cars","S- Driver's Negligence",2.00
11593,38555.00,"4- Demerara- Mahaica",,"Home Strech Avenue & Vlissengen Road",,"-58.1508","6.8058",,,11/15/2011 0:00:00,12/30/1899 16:30:00,"C- Minor Injury","F- Driver",49.00,"Male","J- Minibus;K- Private Cars","O- Lost Control & Runoff;S- Driver's Negligence",2.00
11594,38556.00,"4- Demerara- Mahaica",,"Cornhill Street",,"-58.1574","6.8046",,,11/18/2011 0:00:00,12/30/1899 20:30:00,"C- Minor Injury","F- Driver",40.00,"Male","K- Private Cars",,2.00
11595,38557.00,"4- Demerara- Mahaica",,"Croal Street",,"-58.1581","6.8076",,,11/19/2011 0:00:00,,"D- Property Damage","F- Driver",29.00,"Male","J- Minibus;M- Hire Cars","S- Driver's Negligence",2.00
11596,38558.00,"4- Demerara- Mahaica",,"Water Street  Access Road",,"-58.1659","6.8180",,,11/19/2011 0:00:00,12/30/1899 11:20:00,"D- Property Damage","F- Driver",34.00,"Male","L- Lorries Van","S- Driver's Negligence",2.00
11597,38559.00,"4- Demerara- Mahaica",,"New Market Street",,"-58.1599","6.8173",,,11/19/2011 0:00:00,12/30/1899 15:35:00,"D- Property Damage","F- Driver",35.00,"Female","K- Private Cars;N- Pickup","S- Driver's Negligence",3.00
11598,38560.00,"4- Demerara- Mahaica",,"Church & Waterloo Street",,"-58.1619","6.8127",,,11/19/2011 0:00:00,12/30/1899 17:40:00,"B- Serious Injury","F- Driver",52.00,"Male","N- Pickup;V-Motor Cycle","S- Driver's Negligence",2.00
11599,38561.00,"4- Demerara- Mahaica",,"Robb & King Street",,"-58.1639","6.8120",,,11/21/2011 0:00:00,12/30/1899 20:00:00,"C- Minor Injury","F- Driver",63.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",7.00
11600,38562.00,"4- Demerara- Mahaica",,"Middle & Carmichael Street",,"-58.1626","6.8163",,,11/19/2011 0:00:00,12/30/1899 22:30:00,"C- Minor Injury","F- Driver",20.00,"Male","K- Private Cars","S- Driver's Negligence",3.00
11601,38563.00,"4- Demerara- Mahaica",,"4th & Ligth Street",,"-58.1540","6.8132",,,11/22/2011 0:00:00,12/30/1899 7:15:00,"B- Serious Injury","F- Driver",40.00,"Male","K- Private Cars","S- Driver's Negligence",3.00
11602,38564.00,"4- Demerara- Mahaica",,"Louisa Row",,"-58.1575","6.8045",,,11/21/2011 0:00:00,12/30/1899 7:15:00,"C- Minor Injury","F- Driver",26.00,"Male","J- Minibus","S- Driver's Negligence",2.00
11603,38565.00,"4- Demerara- Mahaica",,"Carifesta Avenue",,"-58.1483","6.8240",,,11/22/2011 0:00:00,12/30/1899 18:15:00,"C- Minor Injury","F- Driver",54.00,"Female","K- Private Cars;N- Pickup","O- Lost Control & Runoff",2.00
11604,38566.00,"4- Demerara- Mahaica",,"Lime & Hadfield Street",,"-58.1584","6.8062",,,11/23/2011 0:00:00,12/30/1899 7:45:00,"D- Property Damage","F- Driver",29.00,"Male","M- Hire Cars","S- Driver's Negligence",2.00
11605,38567.00,"4- Demerara- Mahaica",,"Camp & South Road",,"-58.1612","6.8087",,,11/26/2011 0:00:00,12/30/1899 4:30:00,"C- Minor Injury","F- Driver",21.00,"Male","M- Hire Cars;V-Motor Cycle","P- Speeding;U- Cyclist's Negligence",2.00
11606,38568.00,"4- Demerara- Mahaica",,"Regent & Wellington Street",,"-58.1624","6.8107",,,11/25/2011 0:00:00,12/30/1899 14:10:00,"C- Minor Injury","F- Driver",58.00,"Male","M- Hire Cars;V-Motor Cycle","S- Driver's Negligence",2.00
11607,38569.00,"4- Demerara- Mahaica",,"Church & New Garden Street",,"-58.1504","6.8096",,,11/26/2011 0:00:00,12/30/1899 15:30:00,"D- Property Damage","F- Driver",,"Male","M- Hire Cars","S- Driver's Negligence",3.00
11608,38570.00,"4- Demerara- Mahaica",,"Robb & Wellington Street",,"-58.1622","6.8115",,,11/30/2011 0:00:00,12/30/1899 13:00:00,"D- Property Damage","F- Driver",31.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
11609,38571.00,"4- Demerara- Mahaica",,"Camp Street",,"-58.1600","6.8137",,,11/22/2011 0:00:00,12/30/1899 21:00:00,"D- Property Damage","F- Driver",32.00,"Male","K- Private Cars;V-Motor Cycle","U- Cyclist's Negligence",2.00
11610,38572.00,"4- Demerara- Mahaica",,"4th & Light Street",,"-58.1540","6.8132",,,12/5/2011 0:00:00,12/30/1899 7:30:00,"C- Minor Injury","F- Driver",32.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
11611,38573.00,"4- Demerara- Mahaica",,"Irving Street",,"-58.1455","6.8177",,,12/5/2011 0:00:00,12/30/1899 11:45:00,"B- Serious Injury","F- Driver",50.00,"Male","M- Hire Cars;V-Motor Cycle","U- Cyclist's Negligence",2.00
11612,38574.00,"4- Demerara- Mahaica",,"Lombard Street",,"-58.1675","6.8071",,,12/7/2011 0:00:00,12/30/1899 7:25:00,"D- Property Damage","F- Driver",28.00,"Female","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
11613,38575.00,"4- Demerara- Mahaica",,"Robb & Light Street",,"-58.1549","6.8095",,,12/9/2011 0:00:00,12/30/1899 22:45:00,"D- Property Damage","F- Driver",25.00,"Male","M- Hire Cars","S- Driver's Negligence",2.00
11614,38576.00,"4- Demerara- Mahaica",,"Water & Homles Street",,"-58.1663","6.8156",,,12/5/2011 0:00:00,,"D- Property Damage","F- Driver",42.00,"Male","K- Private Cars;N- Pickup","S- Driver's Negligence",2.00
11615,38577.00,"4- Demerara- Mahaica",,"Water & Holmes Street",,"-58.1663","6.8156",,,12/5/2011 0:00:00,,"D- Property Damage","F- Driver",42.00,"Male","K- Private Cars;N- Pickup","S- Driver's Negligence",2.00
11616,38578.00,"4- Demerara- Mahaica",,"Regent Street",,"-58.1604","6.8102",,,12/10/2011 0:00:00,12/30/1899 15:15:00,"D- Property Damage","F- Driver",60.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
11617,38579.00,"4- Demerara- Mahaica",,"Lamaha & Camp Street",,"-58.1584","6.8186",,,12/10/2011 0:00:00,12/30/1899 17:15:00,"C- Minor Injury","F- Driver",21.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",8.00
11618,38580.00,"4- Demerara- Mahaica",,"South Road & Cummings Street",,"-58.1570","6.8076",,,12/14/2011 0:00:00,12/30/1899 16:10:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars;L- Lorries Van","S- Driver's Negligence",2.00
11619,38581.00,"4- Demerara- Mahaica",,"New Garden & Lance Gibbs Street",,"-58.1497","6.8121",,,12/1/2011 0:00:00,12/30/1899 8:48:00,"C- Minor Injury","F- Driver",22.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11620,38582.00,"4- Demerara- Mahaica",,"Church & Carmichael Street",,"-58.1637","6.8131",,,12/13/2011 0:00:00,12/30/1899 9:15:00,"D- Property Damage","F- Driver",32.00,"Male","L- Lorries Van;N- Pickup","S- Driver's Negligence",2.00
11621,38583.00,"4- Demerara- Mahaica",,"Regent Street",,"-58.1604","6.8102",,,12/16/2011 0:00:00,12/30/1899 16:30:00,"D- Property Damage","F- Driver",45.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
11622,38584.00,"4- Demerara- Mahaica",,"North Road & Albert Street",,"-58.1534","6.8099",,,12/16/2011 0:00:00,12/30/1899 13:40:00,"C- Minor Injury","F- Driver",40.00,"Male","M- Hire Cars;V-Motor Cycle","S- Driver's Negligence",2.00
11623,38585.00,"4- Demerara- Mahaica",,"Commerce & Hinks Street",,"-58.1662","6.8111",,,12/16/2011 0:00:00,12/30/1899 17:30:00,"C- Minor Injury","F- Driver",30.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11624,38586.00,"4- Demerara- Mahaica",,"Durban Street",,"-58.1526","6.8028",,,12/16/2011 0:00:00,12/30/1899 16:05:00,"C- Minor Injury","G- Rider",25.00,"Male","K- Private Cars;V-Motor Cycle","S- Driver's Negligence",2.00
11625,38587.00,"4- Demerara- Mahaica",,"Church Street",,"-58.1574","6.8114",,,12/17/2011 0:00:00,12/30/1899 11:50:00,"D- Property Damage","F- Driver",31.00,"Male","M- Hire Cars;N- Pickup","S- Driver's Negligence",2.00
11626,38588.00,"4- Demerara- Mahaica",,"Camp & Brickdam",,"-58.1615","6.8077",,,12/17/2011 0:00:00,12/30/1899 12:00:00,"D- Property Damage","F- Driver",45.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11627,38589.00,"4- Demerara- Mahaica",,"Avenue of the Republic",,"-58.1651","6.8117",,,12/17/2011 0:00:00,12/30/1899 10:45:00,"D- Property Damage","F- Driver",28.00,"Male","J- Minibus;K- Private Cars;N- Pickup","S- Driver's Negligence",3.00
11628,38590.00,"4- Demerara- Mahaica",,"Durban & Lime Street",,"-58.1588","6.8045",,,12/17/2011 0:00:00,12/30/1899 16:45:00,"C- Minor Injury","F- Driver",40.00,"Male","K- Private Cars;V-Motor Cycle","S- Driver's Negligence",2.00
11629,38591.00,"4- Demerara- Mahaica",,"Peter Rose & lance Gibbs Street",,"-58.1485","6.8118",,,12/18/2011 0:00:00,12/30/1899 14:30:00,"D- Property Damage","F- Driver",51.00,"Male","K- Private Cars","Q- Alcohol;S- Driver's Negligence",2.00
11630,38592.00,"4- Demerara- Mahaica",,"Brickdam",,"-58.1552","6.8061",,,12/16/2011 0:00:00,12/30/1899 19:30:00,"B- Serious Injury","F- Driver",51.00,"Male","J- Minibus;V-Motor Cycle","U- Cyclist's Negligence",3.00
11631,38593.00,"4- Demerara- Mahaica",,"Robb & Cummings",,"-58.1564","6.8100",,,12/17/2011 0:00:00,12/30/1899 1:15:00,"D- Property Damage","F- Driver",39.00,"Male","K- Private Cars;M- Hire Cars","S- Driver's Negligence",2.00
11632,38594.00,"4- Demerara- Mahaica",,"Lamaha & Camp Street",,"-58.1584","6.8186",,,5/8/2011 0:00:00,12/30/1899 1:45:00,"C- Minor Injury","F- Driver",26.00,"Male","K- Private Cars","S- Driver's Negligence",3.00
11633,38595.00,"4- Demerara- Mahaica",,"Durban Street",,"-58.1526","6.8028",,,5/9/2011 0:00:00,12/30/1899 2:00:00,"B- Serious Injury","F- Driver",,"Male","K- Private Cars","O- Lost Control & Runoff;P- Speeding",2.00
11634,38596.00,"4- Demerara- Mahaica",,"Camp & Quamina Street",,"-58.1599","6.8138",,,5/6/2011 0:00:00,12/30/1899 13:00:00,"D- Property Damage","F- Driver",22.00,"Male","M- Hire Cars;N- Pickup","S- Driver's Negligence",3.00
11635,38597.00,"4- Demerara- Mahaica",,"Regent Street",,"-58.1604","6.8102",,,5/7/2011 0:00:00,12/30/1899 13:30:00,"D- Property Damage","F- Driver",33.00,"Male","J- Minibus","S- Driver's Negligence",2.00
11636,38598.00,"4- Demerara- Mahaica",,"Robb & Light Street",,"-58.1549","6.8095",,,5/5/2011 0:00:00,12/30/1899 12:30:00,"C- Minor Injury","F- Driver",30.00,"Male","M- Hire Cars;V-Motor Cycle","U- Cyclist's Negligence",2.00
11637,38599.00,"4- Demerara- Mahaica",,"Camp & North Road",,"-58.1604","6.8118",,,5/8/2011 0:00:00,12/30/1899 11:15:00,"C- Minor Injury","F- Driver",40.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",4.00
11638,38600.00,"4- Demerara- Mahaica",,"Camp & New Market Street",,"-58.1591","6.8170",,,5/10/2011 0:00:00,12/30/1899 15:50:00,"C- Minor Injury","F- Driver",24.00,"Male","K- Private Cars;V-Motor Cycle","S- Driver's Negligence",2.00
11639,38601.00,"4- Demerara- Mahaica",,"Lamaha Street",,"-58.1564","6.8181",,,5/10/2011 0:00:00,12/30/1899 10:20:00,"C- Minor Injury","G- Rider",27.00,"Male","N- Pickup;V-Motor Cycle","S- Driver's Negligence",2.00
11640,38602.00,"4- Demerara- Mahaica",,"Regent Street",,"-58.1604","6.8102",,,5/12/2011 0:00:00,12/30/1899 15:00:00,"D- Property Damage","F- Driver",28.00,"Male","M- Hire Cars;N- Pickup","S- Driver's Negligence",2.00
11641,38603.00,"4- Demerara- Mahaica",,"Lamaha & Main Street",,"-58.1633","6.8199",,,5/14/2011 0:00:00,12/30/1899 3:40:00,"D- Property Damage","F- Driver",27.00,"Male","K- Private Cars","O- Lost Control & Runoff",1.00
11642,38604.00,"4- Demerara- Mahaica",,"Camp & Charlotte Street",,"-58.1610","6.8094",,,5/16/2011 0:00:00,12/30/1899 8:20:00,"C- Minor Injury","F- Driver",24.00,"Male","M- Hire Cars;V-Motor Cycle","S- Driver's Negligence",2.00
11643,38605.00,"4- Demerara- Mahaica",,"Regent Street & Vlissengen Road",,"-58.1489","6.8070",,,5/16/2011 0:00:00,12/30/1899 14:00:00,"D- Property Damage","F- Driver",65.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
11644,38606.00,"4- Demerara- Mahaica",,"J.B. Road & Barr Street",,"-58.1447","6.8198",,,5/17/2011 0:00:00,12/30/1899 20:30:00,"C- Minor Injury","F- Driver",48.00,"Male","M- Hire Cars","T-Pedestrian's Negligence",2.00
11645,38607.00,"4- Demerara- Mahaica",,"Robb & Albert Street",,"-58.1535","6.8092",,,5/13/2011 0:00:00,12/30/1899 9:30:00,"C- Minor Injury","F- Driver",62.00,"Male","L- Lorries Van;N- Pickup","S- Driver's Negligence",2.00
11646,38608.00,"4- Demerara- Mahaica",,"Croal Street",,"-58.1581","6.8076",,,5/13/2011 0:00:00,12/30/1899 13:00:00,"D- Property Damage","F- Driver",65.00,"Male","J- Minibus;N- Pickup;V-Motor Cycle","R- Improper Overtaking",3.00
11647,38609.00,"4- Demerara- Mahaica",,"New Garden & Church Street",,"-58.1504","6.8096",,,5/14/2011 0:00:00,12/30/1899 16:30:00,"B- Serious Injury","G- Rider",40.00,"Male","K- Private Cars;V-Motor Cycle","S- Driver's Negligence",2.00
11648,38610.00,"4- Demerara- Mahaica",,"Brickdam",,"-58.1552","6.8061",,,5/20/2011 0:00:00,12/30/1899 9:30:00,"C- Minor Injury","F- Driver",34.00,"Male","N- Pickup","S- Driver's Negligence",2.00
11649,38611.00,"4- Demerara- Mahaica",,"Croal Street",,"-58.1581","6.8076",,,5/21/2011 0:00:00,12/30/1899 7:00:00,"D- Property Damage","F- Driver",30.00,"Male","K- Private Cars;M- Hire Cars","S- Driver's Negligence",2.00
11650,38612.00,"4- Demerara- Mahaica",,"Hadfield Street",,"-58.1650","6.8079",,,5/23/2011 0:00:00,12/30/1899 11:30:00,"D- Property Damage","F- Driver",36.00,"Male","J- Minibus;L- Lorries Van","S- Driver's Negligence",2.00
11651,38613.00,"4- Demerara- Mahaica",,"Water Street",,"-58.1659","6.8180",,,5/23/2011 0:00:00,12/30/1899 17:00:00,"D- Property Damage","F- Driver",32.00,"Male","K- Private Cars;L- Lorries Van","S- Driver's Negligence",2.00
