"code","manufacturer","category","creation_date","promised_date","need_by_date","transaction_date","qty_recv","unit_cost","total"
"FDC","SAMSUNG","GOPHONE",2017-07-11,2017-07-26,2017-07-26,2017-07-28,1890,130,245700
"FDC","SAMSUNG","PHONE",2017-07-11,2017-07-31,2017-07-31,2017-07-31,460,709,326140
"FDC","SAMSUNG","PHONE",2017-06-06,2017-07-26,2017-07-26,2017-07-31,4860,709,3445740
"FDC","SAMSUNG","PHONE",2017-06-06,2017-07-26,2017-07-26,2017-07-31,5395,709,3825055
"FDC","SAMSUNG","PHONE",2017-07-11,2017-07-26,2017-07-26,2017-07-31,2250,765,1721250
"FDC","SAMSUNG","PHONE",2017-07-11,2017-07-26,2017-07-26,2017-07-31,2675,609,1629075
"FDC","SAMSUNG","PHONE",2017-05-25,2017-07-26,2017-07-26,2017-07-31,3600,665,2394000
"FDC","SAMSUNG","PHONE",2017-05-25,2017-07-26,2017-07-26,2017-07-31,7200,665,4788000
"FDC","SAMSUNG","PHONE",2017-04-27,2017-05-29,2017-05-29,2017-06-01,1620,609,986580
"FDC","SAMSUNG","PHONE",2017-05-12,2017-05-31,2017-05-31,2017-06-01,4950,765,3786750
"FDC","SAMSUNG","GOPHONE",2017-03-30,2017-05-05,2017-05-05,2017-06-02,5040,100,504000
"FDC","SAMSUNG","GOPHONE",2017-03-30,2017-04-28,2017-04-28,2017-06-02,5040,100,504000
"FDC","ZTE USA","GOPHONE",2017-04-18,2017-05-30,2017-05-30,2017-06-02,1728,81.2,140313.6
"FDC","ZTE USA","GOPHONE",2017-03-06,2017-05-23,2017-05-23,2017-06-02,864,81.2,70156.8
"FDC","ZTE USA","GOPHONE",2017-03-14,2017-05-23,2017-05-23,2017-06-02,1296,92.5,119880
"FDC","ZTE USA","GOPHONE",2017-02-28,2017-05-23,2017-05-23,2017-06-02,432,92.5,39960
"FDC","ZTE USA","GOPHONE",2017-03-06,2017-05-30,2017-05-30,2017-06-02,432,92.5,39960
"FDC","SAMSUNG","PHONE",2017-05-05,2017-05-24,2017-05-24,2017-06-02,3600,170,612000
"FDC","SAMSUNG","PHONE",2017-05-05,2017-05-24,2017-05-24,2017-06-02,6480,170,1101600
"FDC","SAMSUNG","PHONE",2017-03-30,2017-04-22,2017-04-22,2017-06-02,450,709,319050
"FDC","SAMSUNG","PHONE",2017-02-28,2017-05-31,2017-05-31,2017-06-02,900,765,688500
"FDC","SAMSUNG","PHONE",2017-05-05,2017-05-24,2017-05-24,2017-06-02,2970,170,504900
"FDC","ZTE USA","ELECTRONIC",2017-04-07,2017-04-26,2017-04-26,2017-06-05,1800,124,223200
"FDC","ZTE USA","ELECTRONIC",2017-04-07,2017-04-26,2017-04-26,2017-06-05,2400,124,297600
"FDC","ZTE USA","ELECTRONIC",2017-04-07,2017-04-26,2017-04-26,2017-06-05,2400,124,297600
"FDC","ZTE USA","PHONE",2017-03-14,2017-05-30,2017-05-30,2017-06-05,1400,69,96600
"FDC","ZTE USA","PHONE",2017-02-24,2017-05-30,2017-05-30,2017-06-05,2450,165,404250
"FDC","SAMSUNG","PHONE",2017-03-30,2017-04-22,2017-04-22,2017-06-06,275,709,194975
"FDC","SAMSUNG","PHONE",2017-04-27,2017-05-26,2017-05-26,2017-06-06,2160,709,1531440
"FDC","SAMSUNG","PHONE",2017-02-28,2017-06-07,2017-06-07,2017-06-07,5850,765,4475250
"FDC","SAMSUNG","GOPHONE",2017-05-17,2017-06-07,2017-06-07,2017-06-09,5184,100,518400
"FDC","SAMSUNG","GOPHONE",2017-05-17,2017-06-07,2017-06-07,2017-06-09,1728,100,172800
"FDC","SAMSUNG","PHONE",2017-05-12,2017-05-24,2017-05-24,2017-06-09,2250,765,1721250
"FDC","SAMSUNG","PHONE",2017-02-28,2017-06-07,2017-06-07,2017-06-12,450,765,344250
"FDC","SAMSUNG","GOPHONE",2017-02-13,2017-04-26,2017-04-26,2017-06-12,1296,130,168480
"FDC","SAMSUNG","GOPHONE",2017-05-17,2017-06-07,2017-06-07,2017-06-13,5184,100,518400
"FDC","SAMSUNG","GOPHONE",2017-05-17,2017-06-07,2017-06-07,2017-06-13,5184,100,518400
"FDC","SAMSUNG","GOPHONE",2017-05-17,2017-06-07,2017-06-07,2017-06-13,5184,100,518400
"FDC","SAMSUNG","GOPHONE",2017-05-17,2017-06-07,2017-06-07,2017-06-13,1728,100,172800
"FDC","SAMSUNG","GOPHONE",2017-05-17,2017-06-07,2017-06-07,2017-06-14,1158,100,115800
"FDC","SAMSUNG","GOPHONE",2017-05-17,2017-06-07,2017-06-07,2017-06-14,1728,100,172800
"FDC","ZTE USA","ELECTRONIC",2017-04-07,2017-04-26,2017-04-26,2017-06-15,2400,124,297600
"FDC","SAMSUNG","GOPHONE",2017-05-17,2017-06-07,2017-06-07,2017-06-15,990,100,99000
"FDC","SAMSUNG","GOPHONE",2017-02-13,2017-04-26,2017-04-26,2017-06-15,144,130,18720
"FDC","SAMSUNG","GOPHONE",2017-05-17,2017-06-07,2017-06-07,2017-06-16,3036,100,303600
"FDC","SAMSUNG","GOPHONE",2017-06-13,2017-06-21,2017-06-21,2017-06-16,7128,100,712800
"FDC","SAMSUNG","PHONE",2017-02-28,2017-05-31,2017-05-31,2017-06-16,4950,765,3786750
"FDC","SAMSUNG","PHONE",2017-05-12,2017-05-31,2017-05-31,2017-06-16,4500,765,3442500
"FDC","SAMSUNG","PHONE",2017-05-05,2017-05-24,2017-05-24,2017-06-16,3510,170,596700
"FDC","SAMSUNG","GOPHONE",2017-06-13,2017-06-21,2017-06-21,2017-06-19,2376,90,213840
"FDC","SAMSUNG","GOPHONE",2017-06-13,2017-06-21,2017-06-21,2017-06-19,9498,90,854820
"FDC","SAMSUNG","GOPHONE",2017-06-13,2017-06-23,2017-06-23,2017-06-19,3372,90,303480
"FDC","ZTE USA","ELECTRONIC",2017-04-07,2017-04-26,2017-04-26,2017-06-20,2400,85,204000
"FDC","ZTE USA","ELECTRONIC",2017-04-07,2017-04-26,2017-04-26,2017-06-20,2400,85,204000
"FDC","ZTE USA","ELECTRONIC",2017-04-07,2017-04-26,2017-04-26,2017-06-20,2400,85,204000
"FDC","SAMSUNG","PHONE",2017-05-18,2017-06-20,2017-06-20,2017-06-20,7020,509,3573180
"FDC","ZTE USA","GOPHONE",2017-05-10,2017-06-20,2017-06-20,2017-06-21,4320,44.67,192974.4
"FDC","SAMSUNG","PHONE",2017-05-25,2017-06-21,2017-06-21,2017-06-21,3600,609,2192400
"FDC","SAMSUNG","PHONE",2017-05-25,2017-06-21,2017-06-21,2017-06-21,1800,609,1096200
"FDC","SAMSUNG","PHONE",2017-05-25,2017-06-21,2017-06-21,2017-06-21,1400,609,852600
"FDC","SAMSUNG","PHONE",2017-05-30,2017-06-21,2017-06-21,2017-06-21,2160,509,1099440
"FDC","SAMSUNG","PHONE",2017-05-25,2017-06-21,2017-06-21,2017-06-21,5400,509,2748600
"FDC","SAMSUNG","PHONE",2017-05-18,2017-06-20,2017-06-20,2017-06-21,1080,509,549720
"FDC","SAMSUNG","PHONE",2017-05-25,2017-06-21,2017-06-21,2017-06-21,4320,509,2198880
"FDC","LG ELECTRONICS","GOPHONE",2017-05-17,2017-06-23,2017-06-23,2017-06-23,4320,48,207360
"FDC","LG ELECTRONICS","GOPHONE",2017-05-02,2017-06-23,2017-06-23,2017-06-23,4320,99.99,431956.8
"FDC","LG ELECTRONICS","GOPHONE",2017-05-26,2017-06-23,2017-06-23,2017-06-23,2160,99.99,215978.4
"FDC","LG ELECTRONICS","GOPHONE",2017-05-26,2017-06-23,2017-06-23,2017-06-23,5040,99.99,503949.6
"FDC","LG ELECTRONICS","GOPHONE",2017-05-26,2017-06-23,2017-06-23,2017-06-23,5040,99.99,503949.6
"FDC","LG ELECTRONICS","PHONE",2017-06-12,2017-06-23,2017-06-23,2017-06-23,4320,629,2717280
"FDC","LG ELECTRONICS","PHONE",2017-06-12,2017-06-23,2017-06-23,2017-06-23,2160,629,1358640
"FDC","LG ELECTRONICS","PHONE",2017-06-12,2017-06-23,2017-06-23,2017-06-23,2160,629,1358640
"FDC","LG ELECTRONICS","PHONE",2017-06-12,2017-06-23,2017-06-23,2017-06-23,1080,629,679320
"FDC","ZTE USA","GOPHONE",2017-05-15,2017-06-20,2017-06-20,2017-06-23,4320,81.2,350784
"FDC","SAMSUNG","GOPHONE",2017-06-06,2017-06-23,2017-06-23,2017-06-23,1728,130,224640
"FDC","SAMSUNG","GOPHONE",2017-06-13,2017-06-28,2017-06-28,2017-06-23,9402,100,940200
"FDC","SAMSUNG","GOPHONE",2017-06-13,2017-06-28,2017-06-28,2017-06-23,3024,100,302400
"FDC","SAMSUNG","GOPHONE",2017-06-13,2017-06-23,2017-06-23,2017-06-23,1812,100,181200
"FDC","SAMSUNG","PHONE",2017-04-27,2017-06-21,2017-06-21,2017-06-23,1620,609,986580
"FDC","SAMSUNG","PHONE",2017-05-11,2017-06-26,2017-06-26,2017-06-26,1185,709,840165
"FDC","SAMSUNG","PHONE",2017-02-28,2017-06-21,2017-06-21,2017-06-26,4500,765,3442500
"FDC","SAMSUNG","PHONE",2017-03-15,2017-06-21,2017-06-21,2017-06-26,840,709,595560
"FDC","SAMSUNG","PHONE",2017-05-11,2017-06-21,2017-06-21,2017-06-26,4050,709,2871450
"FDC","SAMSUNG","PHONE",2017-05-18,2017-06-26,2017-06-26,2017-06-26,1800,709,1276200
"FDC","SAMSUNG","PHONE",2017-05-25,2017-06-21,2017-06-21,2017-06-26,2250,765,1721250
"FDC","LG ELECTRONICS","PHONE",2017-06-12,2017-06-27,2017-06-27,2017-06-27,4320,145,626400
"FDC","LG ELECTRONICS","PHONE",2017-06-15,2017-06-27,2017-06-27,2017-06-27,1260,699,880740
"FDC","LG ELECTRONICS","GOPHONE",2017-05-03,2017-06-23,2017-06-23,2017-06-27,3024,99.99,302369.76
"FDC","LG ELECTRONICS","GOPHONE",2017-05-26,2017-06-27,2017-06-27,2017-06-27,2160,99.99,215978.4
"FDC","LG ELECTRONICS","GOPHONE",2017-05-26,2017-06-27,2017-06-27,2017-06-27,5040,99.99,503949.6
"FDC","LG ELECTRONICS","GOPHONE",2017-05-26,2017-06-27,2017-06-27,2017-06-27,2160,99.99,215978.4
"FDC","LG ELECTRONICS","PHONE",2017-06-12,2017-06-27,2017-06-27,2017-06-27,2880,145,417600
"FDC","LG ELECTRONICS","GOPHONE",2017-05-26,2017-06-27,2017-06-27,2017-06-27,5040,99.99,503949.6
"FDC","LG ELECTRONICS","GOPHONE",2017-05-17,2017-06-27,2017-06-27,2017-06-27,2880,99.99,287971.2
"FDC","LG ELECTRONICS","GOPHONE",2017-05-31,2017-06-27,2017-06-27,2017-06-27,2592,48,124416
"FDC","ZTE USA","ELECTRONIC",2017-04-07,2017-04-26,2017-04-26,2017-06-28,2400,124,297600
"FDC","ZTE USA","GOPHONE",2017-05-10,2017-06-20,2017-06-20,2017-06-28,4320,45,194400
"FDC","ZTE USA","GOPHONE",2017-05-10,2017-06-20,2017-06-20,2017-06-28,4320,45,194400
"FDC","ZTE USA","GOPHONE",2017-05-10,2017-06-27,2017-06-27,2017-06-28,4320,45,194400
"FDC","SAMSUNG","PHONE",2017-05-25,2017-07-05,2017-07-05,2017-06-28,4730,709,3353570
"FDC","SAMSUNG","PHONE",2017-04-27,2017-06-28,2017-06-28,2017-06-28,1620,709,1148580
"FDC","SAMSUNG","GOPHONE",2017-06-13,2017-06-28,2017-06-28,2017-06-28,864,100,86400
"FDC","SAMSUNG","GOPHONE",2017-06-13,2017-06-28,2017-06-28,2017-06-28,102,100,10200
"FDC","SAMSUNG","ELECTRONIC",2017-02-02,2017-06-28,2017-06-28,2017-06-28,2355,339.99,800676.45
"FDC","SAMSUNG","GOPHONE",2017-06-13,2017-06-28,2017-06-28,2017-06-28,9504,100,950400
"FDC","SAMSUNG","PHONE",2017-05-11,2017-06-26,2017-06-26,2017-06-28,1765,709,1251385
"FDC","SAMSUNG","PHONE",2017-05-11,2017-06-28,2017-06-28,2017-06-28,2340,609,1425060
"FDC","LG ELECTRONICS","GOPHONE",2017-05-03,2017-06-27,2017-06-27,2017-06-29,4320,99.99,431956.8
"FDC","LG ELECTRONICS","GOPHONE",2017-05-03,2017-06-27,2017-06-27,2017-06-29,4320,99.99,431956.8
"FDC","LG ELECTRONICS","GOPHONE",2017-05-03,2017-06-27,2017-06-27,2017-06-29,4320,99.99,431956.8
"FDC","LG ELECTRONICS","GOPHONE",2017-05-17,2017-06-27,2017-06-27,2017-06-29,5040,99.99,503949.6
"FDC","ZTE USA","PHONE",2017-02-22,2017-06-20,2017-06-20,2017-06-29,1050,165,173250
"FDC","ZTE USA","GOPHONE",2017-05-10,2017-06-27,2017-06-27,2017-06-29,4320,45,194400
"FDC","SAMSUNG","PHONE",2017-05-30,2017-07-05,2017-07-05,2017-06-29,2600,130,338000
"FDC","SAMSUNG","PHONE",2017-05-30,2017-06-29,2017-06-29,2017-06-29,6300,765,4819500
"FDC","SAMSUNG","PHONE",2017-05-25,2017-06-29,2017-06-29,2017-06-29,4000,765,3060000
"FDC","SAMSUNG","GOPHONE",2017-06-13,2017-06-30,2017-06-30,2017-06-29,5184,100,518400
"FDC","SAMSUNG","PHONE",2017-05-25,2017-06-28,2017-06-28,2017-06-29,3805,709,2697745
"FDC","SAMSUNG","PHONE",2017-05-25,2017-07-05,2017-07-05,2017-06-30,1350,765,1032750
"FDC","SAMSUNG","PHONE",2017-05-25,2017-07-05,2017-07-05,2017-06-30,1350,765,1032750
"FDC","SAMSUNG","PHONE",2017-04-13,2017-04-27,2017-04-27,2017-05-01,7200,709,5104800
"FDC","SAMSUNG","ELECTRONIC",2017-04-06,2017-04-26,2017-04-26,2017-05-01,1000,289.99,289990
"FDC","SAMSUNG","PHONE",2017-03-23,2017-04-26,2017-04-26,2017-05-01,6350,606,3848100
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-05-01,380,765,290700
"FDC","SAMSUNG","PHONE",2017-02-28,2017-04-26,2017-04-26,2017-05-01,900,665,598500
"FDC","SAMSUNG","PHONE",2017-02-28,2017-05-24,2017-05-24,2017-05-01,4050,665,2693250
"FDC","SAMSUNG","PHONE",2017-02-28,2017-05-24,2017-05-24,2017-05-01,2500,765,1912500
"FDC","SAMSUNG","PHONE",2017-03-23,2017-04-26,2017-04-26,2017-05-03,650,606,393900
"FDC","SAMSUNG","PHONE",2017-03-15,2017-04-21,2017-04-21,2017-05-05,1250,709,886250
"FDC","SAMSUNG","GOPHONE",2017-01-27,2017-04-05,2017-04-05,2017-05-05,2160,100,216000
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-05-05,900,765,688500
"FDC","SAMSUNG","PHONE",2017-03-15,2017-04-21,2017-04-21,2017-05-05,540,709,382860
"FDC","SAMSUNG","PHONE",2017-02-28,2017-04-26,2017-04-26,2017-05-05,900,665,598500
"FDC","SAMSUNG","PHONE",2017-02-28,2017-05-24,2017-05-24,2017-05-05,450,665,299250
"FDC","SAMSUNG","GOPHONE",2017-03-30,2017-05-03,2017-05-03,2017-05-05,1260,130,163800
"FDC","SAMSUNG","PHONE",2017-04-13,2017-04-27,2017-04-27,2017-05-05,2250,709,1595250
"FDC","SAMSUNG","PHONE",2017-03-15,2017-04-21,2017-04-21,2017-05-08,590,709,418310
"FDC","SAMSUNG","GOPHONE",2017-03-30,2017-05-03,2017-05-03,2017-05-09,630,130,81900
"FDC","SAMSUNG","GOPHONE",2017-03-30,2017-05-10,2017-05-10,2017-05-09,2580,130,335400
"FDC","SAMSUNG","PHONE",2017-02-28,2017-04-26,2017-04-26,2017-05-10,450,665,299250
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-05-10,450,765,344250
"FDC","SAMSUNG","PHONE",2017-04-13,2017-04-27,2017-04-27,2017-05-10,4950,709,3509550
"FDC","SAMSUNG","PHONE",2017-03-15,2017-04-21,2017-04-21,2017-05-10,1800,709,1276200
"FDC","SAMSUNG","GOPHONE",2017-01-27,2017-04-05,2017-04-05,2017-05-11,432,100,43200
"FDC","SAMSUNG","PHONE",2017-02-28,2017-04-26,2017-04-26,2017-05-12,1140,665,758100
"FDC","LG ELECTRONICS","PHONE",2017-04-26,2017-05-16,2017-05-16,2017-05-16,630,289.99,182693.7
"FDC","SAMSUNG","PHONE",2017-03-15,2017-04-25,2017-04-25,2017-05-16,540,609,328860
"FDC","SAMSUNG","PHONE",2017-03-15,2017-04-21,2017-04-21,2017-05-16,90,709,63810
"FDC","SAMSUNG","GOPHONE",2017-01-27,2017-04-05,2017-04-05,2017-05-17,4752,100,475200
"FDC","SAMSUNG","PHONE",2017-03-23,2017-04-26,2017-04-26,2017-05-17,395,606,239370
"FDC","SAMSUNG","PHONE",2017-04-27,2017-05-21,2017-05-21,2017-05-17,2160,609,1315440
"FDC","ZTE USA","GOPHONE",2017-03-06,2017-05-17,2017-05-17,2017-05-18,1296,92.5,119880
"FDC","SAMSUNG","PHONE",2017-04-27,2017-05-21,2017-05-21,2017-05-18,4320,609,2630880
"FDC","SAMSUNG","PHONE",2017-04-13,2017-05-03,2017-05-03,2017-05-18,5400,709,3828600
"FDC","SAMSUNG","PHONE",2017-03-30,2017-04-22,2017-04-22,2017-05-18,1350,709,957150
"FDC","LG ELECTRONICS","PHONE",2017-04-26,2017-05-16,2017-05-16,2017-05-19,3150,289.99,913468.5
"FDC","LG ELECTRONICS","PHONE",2017-04-26,2017-05-16,2017-05-16,2017-05-19,2520,289.99,730774.8
"FDC","LG ELECTRONICS","PHONE",2017-02-16,2017-05-23,2017-05-23,2017-05-19,545,289.99,158044.55
"FDC","ZTE USA","PHONE",2017-02-16,2017-04-25,2017-04-25,2017-05-19,700,165,115500
"FDC","ZTE USA","GOPHONE",2017-02-28,2017-05-17,2017-05-17,2017-05-19,1296,81.2,105235.2
"FDC","SAMSUNG","PHONE",2017-02-28,2017-05-19,2017-05-19,2017-05-19,7200,665,4788000
"FDC","SAMSUNG","PHONE",2017-03-15,2017-04-21,2017-04-21,2017-05-19,900,709,638100
"FDC","SAMSUNG","GOPHONE",2017-03-30,2017-05-10,2017-05-10,2017-05-22,4580,100,458000
"FDC","SAMSUNG","PHONE",2017-03-23,2017-05-03,2017-05-03,2017-05-22,5760,709,4083840
"FDC","SAMSUNG","COMPUTER",2016-09-30,2017-05-03,2017-05-03,2017-05-22,6840,189,1292760
"FDC","SAMSUNG","PHONE",2017-03-23,2017-05-03,2017-05-03,2017-05-24,5760,709,4083840
"FDC","SAMSUNG","PHONE",2017-05-05,2017-05-24,2017-05-24,2017-05-24,6480,170,1101600
"FDC","SAMSUNG","PHONE",2017-03-23,2017-04-26,2017-04-26,2017-05-24,100,606,60600
"FDC","LG ELECTRONICS","PHONE",2017-02-16,2017-05-23,2017-05-23,2017-05-25,715,289.99,207342.85
"FDC","SAMSUNG","GOPHONE",2017-01-27,2017-04-21,2017-04-21,2017-05-25,585,100,58500
"FDC","LG ELECTRONICS","GOPHONE",2017-04-20,2017-05-25,2017-05-25,2017-05-25,4320,99.99,431956.8
"FDC","LG ELECTRONICS","GOPHONE",2017-04-20,2017-05-30,2017-05-30,2017-05-25,4320,99.99,431956.8
"FDC","LG ELECTRONICS","GOPHONE",2017-05-02,2017-05-30,2017-05-30,2017-05-25,4320,99.99,431956.8
"FDC","LG ELECTRONICS","GOPHONE",2017-05-02,2017-05-30,2017-05-30,2017-05-25,3888,99.99,388761.12
"FDC","ZTE USA","PHONE",2017-02-28,2017-05-23,2017-05-23,2017-05-25,1750,69,120750
"FDC","ZTE USA","PHONE",2017-02-22,2017-05-23,2017-05-23,2017-05-25,1050,165,173250
"FDC","ZTE USA","PHONE",2017-02-22,2017-05-17,2017-05-17,2017-05-25,1050,165,173250
"FDC","SAMSUNG","PHONE",2017-04-27,2017-05-22,2017-05-22,2017-05-25,2160,609,1315440
"FDC","SAMSUNG","PHONE",2017-03-30,2017-04-22,2017-04-22,2017-05-25,450,709,319050
"FDC","SAMSUNG","GOPHONE",2017-03-30,2017-05-03,2017-05-03,2017-05-25,6930,130,900900
"FDC","SAMSUNG","PHONE",2017-01-31,2017-05-24,2017-05-24,2017-05-25,3600,130,468000
"FDC","ZTE USA","GOPHONE",2017-03-07,2017-05-23,2017-05-23,2017-05-25,432,92.5,39960
"FDC","SAMSUNG","GOPHONE",2017-03-30,2017-05-17,2017-05-17,2017-05-26,5670,130,737100
"FDC","SAMSUNG","GOPHONE",2017-02-13,2017-04-20,2017-04-20,2017-05-26,1800,130,234000
"FDC","SAMSUNG","PHONE",2017-03-06,2017-04-05,2017-04-05,2017-05-26,285,709,202065
"FDC","SAMSUNG","PHONE",2017-04-27,2017-05-25,2017-05-25,2017-05-26,2160,709,1531440
"FDC","SAMSUNG","PHONE",2017-04-27,2017-05-21,2017-05-21,2017-05-26,2700,609,1644300
"FDC","SAMSUNG","PHONE",2017-05-05,2017-05-24,2017-05-24,2017-05-26,2880,170,489600
"FDC","SAMSUNG","PHONE",2017-05-04,2017-05-31,2017-05-31,2017-05-30,5040,709,3573360
"FDC","SAMSUNG","PHONE",2017-05-18,2017-05-30,2017-05-30,2017-05-30,2160,609,1315440
"FDC","SAMSUNG","PHONE",2017-05-12,2017-05-24,2017-05-24,2017-05-30,3600,665,2394000
"FDC","SAMSUNG","PHONE",2017-02-28,2017-05-24,2017-05-24,2017-05-30,2700,765,2065500
"FDC","SAMSUNG","PHONE",2017-05-12,2017-05-31,2017-05-31,2017-05-30,4500,765,3442500
"FDC","SAMSUNG","PHONE",2017-05-12,2017-05-31,2017-05-31,2017-05-30,1350,765,1032750
"FDC","SAMSUNG","PHONE",2017-02-28,2017-05-24,2017-05-24,2017-05-30,3600,765,2754000
"FDC","ZTE USA","GOPHONE",2017-05-03,2017-05-30,2017-05-30,2017-05-30,4320,45,194400
"FDC","LG ELECTRONICS","PHONE",2017-05-15,2017-05-30,2017-05-30,2017-05-31,4320,145,626400
"FDC","LG ELECTRONICS","PHONE",2017-05-15,2017-05-30,2017-05-30,2017-05-31,1080,629,679320
"FDC","LG ELECTRONICS","GOPHONE",2017-05-02,2017-05-30,2017-05-30,2017-05-31,4320,48,207360
"FDC","LG ELECTRONICS","GOPHONE",2017-05-02,2017-05-30,2017-05-30,2017-05-31,432,99.99,43195.68
"FDC","LG ELECTRONICS","GOPHONE",2017-05-02,2017-05-30,2017-05-30,2017-05-31,4320,48,207360
"FDC","LG ELECTRONICS","PHONE",2017-05-23,2017-05-30,2017-05-30,2017-05-31,2160,629,1358640
"FDC","LG ELECTRONICS","PHONE",2017-05-23,2017-05-30,2017-05-30,2017-05-31,1080,629,679320
"FDC","LG ELECTRONICS","PHONE",2017-05-23,2017-05-30,2017-05-30,2017-05-31,2160,629,1358640
"FDC","LG ELECTRONICS","PHONE",2017-05-30,2017-05-31,2017-05-31,2017-05-31,1800,580,1044000
"FDC","ZTE USA","GOPHONE",2017-05-03,2017-05-30,2017-05-30,2017-05-31,4320,45,194400
"FDC","SAMSUNG","PHONE",2017-05-12,2017-05-24,2017-05-24,2017-05-31,6300,765,4819500
"FDC","SAMSUNG","PHONE",2017-05-12,2017-05-24,2017-05-24,2017-05-31,6300,765,4819500
"FDC","SAMSUNG","GOPHONE",2017-01-27,2017-04-21,2017-04-21,2017-05-31,4455,100,445500
"FDC","SAMSUNG","PHONE",2017-02-28,2017-05-31,2017-05-31,2017-05-31,2700,765,2065500
"FDC","SAMSUNG","PHONE",2017-04-27,2017-05-29,2017-05-29,2017-05-31,7020,609,4275180
"FDC","QUALITY ONE WIRELESS","PHONE",2016-12-08,2017-03-22,2017-03-22,2017-04-03,1080,50,54000
"FDC","SAMSUNG","PHONE",2017-03-06,2017-03-29,2017-03-29,2017-04-04,575,609,350175
"FDC","SAMSUNG","PHONE",2017-03-24,2017-03-31,2017-03-31,2017-04-04,800,139,111200
"FDC","SAMSUNG","GOPHONE",2017-01-26,2017-04-05,2017-04-05,2017-04-04,3780,130,491400
"FDC","SAMSUNG","PHONE",2017-03-06,2017-04-05,2017-04-05,2017-04-05,1440,709,1020960
"FDC","SAMSUNG","PHONE",2017-03-23,2017-03-31,2017-03-31,2017-04-05,900,709,638100
"FDC","ZTE USA","GOPHONE",2016-11-30,2017-02-28,2017-02-28,2017-04-06,4900,81.2,397880
"FDC","SAMSUNG","GOPHONE",2017-02-13,2017-03-29,2017-03-29,2017-04-06,1842,130,239460
"FDC","SAMSUNG","PHONE",2017-03-06,2017-04-05,2017-04-05,2017-04-06,2160,609,1315440
"FDC","ZTE USA","GOPHONE",2017-02-10,2017-04-18,2017-04-18,2017-04-07,432,92.5,39960
"FDC","ZTE USA","GOPHONE",2017-01-26,2017-04-18,2017-04-18,2017-04-07,864,92.5,79920
"FDC","SAMSUNG","PHONE",2017-03-15,2017-04-07,2017-04-07,2017-04-07,540,609,328860
"FDC","SAMSUNG","PHONE",2017-03-06,2017-04-05,2017-04-05,2017-04-07,900,709,638100
"FDC","SAMSUNG","PHONE",2017-03-15,2017-03-30,2017-03-30,2017-04-07,900,709,638100
"FDC","SAMSUNG","PHONE",2017-03-15,2017-03-30,2017-03-30,2017-04-11,450,709,319050
"FDC","QUALITY ONE WIRELESS","PHONE",2016-12-08,2017-03-22,2017-03-22,2017-04-11,540,50,27000
"FDC","LG ELECTRONICS","PHONE",2017-03-08,2017-03-22,2017-03-22,2017-04-11,630,699,440370
"FDC","SAMSUNG","PHONE",2017-03-06,2017-04-05,2017-04-05,2017-04-12,1080,609,657720
"FDC","LG ELECTRONICS","PHONE",2017-03-08,2017-03-22,2017-03-22,2017-04-13,1260,699,880740
"FDC","ZTE USA","PHONE",2017-01-31,2017-03-28,2017-03-28,2017-04-14,1050,165,173250
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-14,7200,665,4788000
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-14,7200,665,4788000
"FDC","SAMSUNG","PHONE",2017-03-15,2017-04-07,2017-04-07,2017-04-14,4075,609,2481675
"FDC","SAMSUNG","PHONE",2017-03-15,2017-04-14,2017-04-14,2017-04-14,4320,609,2630880
"FDC","SAMSUNG","PHONE",2017-03-06,2017-04-05,2017-04-05,2017-04-14,165,709,116985
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-14,3600,765,2754000
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-14,450,765,344250
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-14,900,665,598500
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-14,2250,665,1496250
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-14,7200,665,4788000
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-14,900,665,598500
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-14,900,765,688500
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-14,2700,765,2065500
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-14,7200,665,4788000
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-15,4500,765,3442500
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-15,5400,765,4131000
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-15,3150,665,2094750
"FDC","SAMSUNG","PHONE",2017-02-28,2017-03-29,2017-03-29,2017-04-15,2700,765,2065500
